log_message,severity
2023-10-31T04:01:24.785201+01:00 Full restore complete of datafile 157 /Index/FRET/TBS_WORKS_RCOMPC_IDX_27.dbf.  Elapsed time: 0:03:10 checkpoint is 5474252610 last deallocation scn is 5460376412,0
2023-10-31T04:04:07.544352+01:00 Full restore complete of datafile 158 /Data/FRET/TBS_WORKS_RCOMPC_28.dbf.  Elapsed time: 0:04:08 checkpoint is 5474254144 last deallocation scn is 5473601698,0
2023-10-31T04:05:02.729748+01:00 Full restore complete of datafile 159 /Index/FRET/TBS_WORKS_DCOMP_IDX_30.dbf.  Elapsed time: 0:03:36 checkpoint is 5474257027 last deallocation scn is 5359342398,0
2023-10-31T04:07:41.019374+01:00 Full restore complete of datafile 160 /Data/FRET/TBS_WORKS_RCOMPC_29.dbf.  Elapsed time: 0:03:31 checkpoint is 5474260756 last deallocation scn is 5358419826,0
2023-10-31T04:08:17.644661+01:00 Full restore complete of datafile 161 /Index/FRET/TBS_WORKS_RCOMPC_IDX_28.dbf.  Elapsed time: 0:03:11 checkpoint is 5474261545 last deallocation scn is 5460394625,0
2023-10-31T04:11:18.116789+01:00 Full restore complete of datafile 162 /Index/FRET/TBS_WORKS_DCOMP_IDX_31.dbf.  Elapsed time: 0:03:37 checkpoint is 5474265099 last deallocation scn is 5359342398,0
2023-10-31T04:12:13.760538+01:00 Full restore complete of datafile 163 /Data/FRET/TBS_WORKS_RCOMPC_30.dbf.  Elapsed time: 0:03:47 checkpoint is 5474265923 last deallocation scn is 5358419809,0
2023-10-31T04:15:19.944453+01:00 Full restore complete of datafile 164 /Index/FRET/TBS_WORKS_DCOMP_IDX_32.dbf.  Elapsed time: 0:03:58 checkpoint is 5474275624 last deallocation scn is 5359342398,0
2023-10-31T04:16:13.092714+01:00 Full restore complete of datafile 165 /Index/FRET/TBS_WORKS_RCOMPC_IDX_29.dbf.  Elapsed time: 0:03:56 checkpoint is 5474276471 last deallocation scn is 5460376412,0
2023-10-31T04:19:40.766484+01:00 Full restore complete of datafile 167 /Index/FRET/TBS_WORKS_DCOMP_IDX_33.dbf.  Elapsed time: 0:03:23 checkpoint is 5474282372 last deallocation scn is 5359342398,0
2023-10-31T04:20:41.932626+01:00 Full restore complete of datafile 166 /Data/FRET/TBS_WORKS_RCOMPC_31.dbf.  Elapsed time: 0:05:19 checkpoint is 5474279414 last deallocation scn is 5358419809,0
2023-10-31T04:20:51.310478+01:00 Full restore complete of datafile 168 /undotmp/FRET/UNDOTBS1_7.dbf.  Elapsed time: 0:01:09 checkpoint is 5474285754 last deallocation scn is 5474280830 Undo Optimization current scn is 5474253017,0
2023-10-31T04:25:02.816859+01:00 Full restore complete of datafile 169 /Data/FRET/TBS_WORKS_RCOMPC_32.dbf.  Elapsed time: 0:04:14 checkpoint is 5474287073 last deallocation scn is 5358419809,0
2023-10-31T04:25:06.401301+01:00 Full restore complete of datafile 170 /Data/FRET/TBS_WORKS_RCOMPC_33.dbf.  Elapsed time: 0:04:11 checkpoint is 5474287157 last deallocation scn is 5473186780,0
2023-10-31T04:28:40.511560+01:00 Full restore complete of datafile 172 /Index/FRET/TBS_WORKS_DCOMP_IDX_34.dbf.  Elapsed time: 0:03:30 checkpoint is 5474291322 last deallocation scn is 5359342398,0
2023-10-31T04:28:43.221965+01:00 Full restore complete of datafile 171 /Data/FRET/TBS_WORKS_RCOMPC_34.dbf.  Elapsed time: 0:03:33 checkpoint is 5474291321 last deallocation scn is 5358419809,0
2023-10-31T04:32:46.781545+01:00 Full restore complete of datafile 173 /Data/FRET/TBS_WORKS_RCOMPC_35.dbf.  Elapsed time: 0:04:01 checkpoint is 5474299975 last deallocation scn is 5473186396,0
2023-10-31T04:32:48.490680+01:00 Full restore complete of datafile 174 /Index/FRET/TBS_WORKS_DCOMP_IDX_35.dbf.  Elapsed time: 0:04:02 checkpoint is 5474299976 last deallocation scn is 5359342331,0
2023-10-31T04:35:54.803880+01:00 Full restore complete of datafile 175 /Data/FRET/TBS_WORKS_RCOMPC_36.dbf.  Elapsed time: 0:03:03 checkpoint is 5474306101 last deallocation scn is 5473186264,0
2023-10-31T04:36:25.986608+01:00 Full restore complete of datafile 176 /Index/FRET/TBS_WORKS_DCOMP_IDX_36.dbf.  Elapsed time: 0:03:34 checkpoint is 5474306102 last deallocation scn is 5359340066,0
2023-10-31T04:36:42.021572+01:00 Full restore complete of datafile 177 /Data/FRET/TBS_WORKS_DCOMP_10.dbf.  Elapsed time: 0:00:46 checkpoint is 5474309448 last deallocation scn is 925918,0
2023-10-31T04:39:16.929529+01:00 Full restore complete of datafile 178 /Data/FRET/TBS_WORKS_RCOMPC_37.dbf.  Elapsed time: 0:02:45 checkpoint is 5474309796 last deallocation scn is 5473601696,0
2023-10-31T04:39:30.907119+01:00 Full restore complete of datafile 179 /Data/FRET/TBS_WORKS_RCOMPC_38.dbf.  Elapsed time: 0:02:44 checkpoint is 5474310207 last deallocation scn is 5473601696,0
2023-10-31T04:40:29.226152+01:00 Full restore complete of datafile 181 /Data/FRET/TBS_WORKS_DCOMP_11.dbf.  Elapsed time: 0:00:52 checkpoint is 5474312268 last deallocation scn is 925918,0
2023-10-31T04:41:37.587030+01:00 Full restore complete of datafile 180 /Index/FRET/TBS_WORKS_RCOMPC_IDX_30.dbf.  Elapsed time: 0:02:15 checkpoint is 5474312015 last deallocation scn is 5460396939,0
2023-10-31T04:42:37.403341+01:00 Switch of datafile 1 complete to datafile copy checkpoint is 5473784911 Switch of datafile 2 complete to datafile copy checkpoint is 5473784912 Switch of datafile 3 complete to datafile copy checkpoint is 5473785423 Switch of datafile 4 complete to datafile copy checkpoint is 5473787565 Switch of datafile 5 complete to datafile copy checkpoint is 5473788091 Switch of datafile 6 complete to datafile copy checkpoint is 5473788794 Switch of datafile 7 complete to datafile copy checkpoint is 5473793772 Switch of datafile 8 complete to datafile copy checkpoint is 5473794065 Switch of datafile 9 complete to datafile copy checkpoint is 5473798830 Switch of datafile 10 complete to datafile copy checkpoint is 5473798886 Switch of datafile 11 complete to datafile copy checkpoint is 5473809322 Switch of datafile 12 complete to datafile copy checkpoint is 5473809323 Switch of datafile 13 complete to datafile copy checkpoint is 5473809629 Switch of datafile 14 complete to datafile copy checkpoint is 5473809636 Switch of datafile 15 complete to datafile copy checkpoint is 5473810003 Switch of datafile 16 complete to datafile copy checkpoint is 5473810031 Switch of datafile 17 complete to datafile copy checkpoint is 5473811287 Switch of datafile 18 complete to datafile copy checkpoint is 5473811429 Switch of datafile 19 complete to datafile copy checkpoint is 5473813637 Switch of datafile 20 complete to datafile copy checkpoint is 5473813706 Switch of datafile 21 complete to datafile copy checkpoint is 5473817036 Switch of datafile 22 complete to datafile copy checkpoint is 5473817037 Switch of datafile 23 complete to datafile copy checkpoint is 5473818159 Switch of datafile 24 complete to datafile copy checkpoint is 5473818384 Switch of datafile 25 complete to datafile copy checkpoint is 5473820773 Switch of datafile 26 complete to datafile copy checkpoint is 5473824622 Switch of datafile 27 complete to datafile copy checkpoint is 5473826276 Switch of datafile 28 complete to datafile copy checkpoint is 5473829158 Switch of datafile 29 complete to datafile copy checkpoint is 5473837085 Switch of datafile 30 complete to datafile copy checkpoint is 5473839527 Switch of datafile 31 complete to datafile copy checkpoint is 5473841751 Switch of datafile 32 complete to datafile copy checkpoint is 5473842952 Switch of datafile 33 complete to datafile copy checkpoint is 5473846493 Switch of datafile 34 complete to datafile copy checkpoint is 5473850887 Switch of datafile 35 complete to datafile copy checkpoint is 5473854379 Switch of datafile 36 complete to datafile copy checkpoint is 5473854898 Switch of datafile 37 complete to datafile copy checkpoint is 5473858794 Switch of datafile 38 complete to datafile copy checkpoint is 5473859250 Switch of datafile 39 complete to datafile copy checkpoint is 5473865274 Switch of datafile 40 complete to datafile copy checkpoint is 5473865847 Switch of datafile 41 complete to datafile copy checkpoint is 5473874407 Switch of datafile 42 complete to datafile copy checkpoint is 5473876560 Switch of datafile 43 complete to datafile copy checkpoint is 5473877261 Switch of datafile 44 complete to datafile copy checkpoint is 5473879742 Switch of datafile 45 complete to datafile copy checkpoint is 5473880084 Switch of datafile 46 complete to datafile copy checkpoint is 5473884789 Switch of datafile 47 complete to datafile copy checkpoint is 5473885751 Switch of datafile 48 complete to datafile copy checkpoint is 5473889591 Switch of datafile 49 complete to datafile copy checkpoint is 5473893084 Switch of datafile 50 complete to datafile copy checkpoint is 5473893763 Switch of datafile 51 complete to datafile copy checkpoint is 5473894426 Switch of datafile 52 complete to datafile copy checkpoint is 5473894737 Switch of datafile 53 complete to datafile copy checkpoint is 5473899078 Switch of datafile 54 complete to datafile copy checkpoint is 5473901432 Switch of datafile 55 complete to datafile copy checkpoint is 5473901436 Switch of datafile 56 complete to datafile copy checkpoint is 5473911622 Switch of datafile 57 complete to datafile copy checkpoint is 5473912962 Switch of datafile 58 complete to datafile copy checkpoint is 5473912963 Switch of datafile 59 complete to datafile copy checkpoint is 5473914979 Switch of datafile 60 complete to datafile copy checkpoint is 5473916659 Switch of datafile 61 complete to datafile copy checkpoint is 5473916845 Switch of datafile 62 complete to datafile copy checkpoint is 5473921789 Switch of datafile 63 complete to datafile copy checkpoint is 5473922426 Switch of datafile 64 complete to datafile copy checkpoint is 5473925142 Switch of datafile 65 complete to datafile copy checkpoint is 5473925517 Switch of datafile 66 complete to datafile copy checkpoint is 5473927772 Switch of datafile 67 complete to datafile copy checkpoint is 5473928390 Switch of datafile 68 complete to datafile copy checkpoint is 5473930120 Switch of datafile 69 complete to datafile copy checkpoint is 5473931155 Switch of datafile 70 complete to datafile copy checkpoint is 5473944267 Switch of datafile 71 complete to datafile copy checkpoint is 5473945109 Switch of datafile 72 complete to datafile copy checkpoint is 5473951078 Switch of datafile 73 complete to datafile copy checkpoint is 5473952398 Switch of datafile 74 complete to datafile copy checkpoint is 5473957345 Switch of datafile 75 complete to datafile copy checkpoint is 5473958182 Switch of datafile 76 complete to datafile copy checkpoint is 5473960481 Switch of datafile 77 complete to datafile copy checkpoint is 5473962481 Switch of datafile 78 complete to datafile copy checkpoint is 5473964197 Switch of datafile 79 complete to datafile copy checkpoint is 5473970752 Switch of datafile 80 complete to datafile copy checkpoint is 5473972468 Switch of datafile 81 complete to datafile copy checkpoint is 5473973370 Switch of datafile 82 complete to datafile copy checkpoint is 5473975531 Switch of datafile 83 complete to datafile copy checkpoint is 5473980384 Switch of datafile 84 complete to datafile copy checkpoint is 5473980676,0
2023-10-31T04:42:38.408845+01:00 Switch of datafile 85 complete to datafile copy checkpoint is 5473983668 Switch of datafile 86 complete to datafile copy checkpoint is 5473985424 Switch of datafile 87 complete to datafile copy checkpoint is 5473987770 Switch of datafile 88 complete to datafile copy checkpoint is 5473988191 Switch of datafile 89 complete to datafile copy checkpoint is 5473995366 Switch of datafile 90 complete to datafile copy checkpoint is 5473997711 Switch of datafile 91 complete to datafile copy checkpoint is 5473999097 Switch of datafile 92 complete to datafile copy checkpoint is 5474001580 Switch of datafile 93 complete to datafile copy checkpoint is 5474004077 Switch of datafile 94 complete to datafile copy checkpoint is 5474007225 Switch of datafile 95 complete to datafile copy checkpoint is 5474008383 Switch of datafile 96 complete to datafile copy checkpoint is 5474011079 Switch of datafile 97 complete to datafile copy checkpoint is 5474011952 Switch of datafile 98 complete to datafile copy checkpoint is 5474016138 Switch of datafile 99 complete to datafile copy checkpoint is 5474016874 Switch of datafile 100 complete to datafile copy checkpoint is 5474024615 Switch of datafile 101 complete to datafile copy checkpoint is 5474024868 Switch of datafile 102 complete to datafile copy checkpoint is 5474026973 Switch of datafile 103 complete to datafile copy checkpoint is 5474027582 Switch of datafile 104 complete to datafile copy checkpoint is 5474029246 Switch of datafile 105 complete to datafile copy checkpoint is 5474032359 Switch of datafile 106 complete to datafile copy checkpoint is 5474033423 Switch of datafile 107 complete to datafile copy checkpoint is 5474034490 Switch of datafile 108 complete to datafile copy checkpoint is 5474035788 Switch of datafile 109 complete to datafile copy checkpoint is 5474036419 Switch of datafile 110 complete to datafile copy checkpoint is 5474039231 Switch of datafile 111 complete to datafile copy checkpoint is 5474039965 Switch of datafile 112 complete to datafile copy checkpoint is 5474045649 Switch of datafile 113 complete to datafile copy checkpoint is 5474047256 Switch of datafile 114 complete to datafile copy checkpoint is 5474047418 Switch of datafile 115 complete to datafile copy checkpoint is 5474067515 Switch of datafile 116 complete to datafile copy checkpoint is 5474067542 Switch of datafile 117 complete to datafile copy checkpoint is 5474080125 Switch of datafile 118 complete to datafile copy checkpoint is 5474080127 Switch of datafile 119 complete to datafile copy checkpoint is 5474090898 Switch of datafile 120 complete to datafile copy checkpoint is 5474092020 Switch of datafile 121 complete to datafile copy checkpoint is 5474098227 Switch of datafile 122 complete to datafile copy checkpoint is 5474108515 Switch of datafile 123 complete to datafile copy checkpoint is 5474130470 Switch of datafile 124 complete to datafile copy checkpoint is 5474131286 Switch of datafile 125 complete to datafile copy checkpoint is 5474135100 Switch of datafile 126 complete to datafile copy checkpoint is 5474137375 Switch of datafile 127 complete to datafile copy checkpoint is 5474147663 Switch of datafile 128 complete to datafile copy checkpoint is 5474148933 Switch of datafile 129 complete to datafile copy checkpoint is 5474169390 Switch of datafile 130 complete to datafile copy checkpoint is 5474177321 Switch of datafile 131 complete to datafile copy checkpoint is 5474184497 Switch of datafile 132 complete to datafile copy checkpoint is 5474189399 Switch of datafile 133 complete to datafile copy checkpoint is 5474189427 Switch of datafile 134 complete to datafile copy checkpoint is 5474198512 Switch of datafile 135 complete to datafile copy checkpoint is 5474201167 Switch of datafile 136 complete to datafile copy checkpoint is 5474203759 Switch of datafile 137 complete to datafile copy checkpoint is 5474203768 Switch of datafile 138 complete to datafile copy checkpoint is 5474208709 Switch of datafile 139 complete to datafile copy checkpoint is 5474208901 Switch of datafile 140 complete to datafile copy checkpoint is 5474213654 Switch of datafile 141 complete to datafile copy checkpoint is 5474214936 Switch of datafile 142 complete to datafile copy checkpoint is 5474216380 Switch of datafile 143 complete to datafile copy checkpoint is 5474217469 Switch of datafile 144 complete to datafile copy checkpoint is 5474219612 Switch of datafile 145 complete to datafile copy checkpoint is 5474220655 Switch of datafile 146 complete to datafile copy checkpoint is 5474227189 Switch of datafile 147 complete to datafile copy checkpoint is 5474228652 Switch of datafile 148 complete to datafile copy checkpoint is 5474229883 Switch of datafile 149 complete to datafile copy checkpoint is 5474237438 Switch of datafile 150 complete to datafile copy checkpoint is 5474238088 Switch of datafile 151 complete to datafile copy checkpoint is 5474240380 Switch of datafile 152 complete to datafile copy checkpoint is 5474240507 Switch of datafile 153 complete to datafile copy checkpoint is 5474242073 Switch of datafile 154 complete to datafile copy checkpoint is 5474243558 Switch of datafile 155 complete to datafile copy checkpoint is 5474244262 Switch of datafile 156 complete to datafile copy checkpoint is 5474249895 Switch of datafile 157 complete to datafile copy checkpoint is 5474252610 Switch of datafile 158 complete to datafile copy checkpoint is 5474254144 Switch of datafile 159 complete to datafile copy checkpoint is 5474257027 Switch of datafile 160 complete to datafile copy checkpoint is 5474260756 Switch of datafile 161 complete to datafile copy checkpoint is 5474261545 Switch of datafile 162 complete to datafile copy checkpoint is 5474265099 Switch of datafile 163 complete to datafile copy checkpoint is 5474265923 Switch of datafile 164 complete to datafile copy checkpoint is 5474275624 Switch of datafile 165 complete to datafile copy checkpoint is 5474276471 Switch of datafile 166 complete to datafile copy checkpoint is 5474279414 Switch of datafile 167 complete to datafile copy checkpoint is 5474282372,0
2023-10-31T04:42:39.402548+01:00 Switch of datafile 168 complete to datafile copy checkpoint is 5474285754 Switch of datafile 169 complete to datafile copy checkpoint is 5474287073 Switch of datafile 170 complete to datafile copy checkpoint is 5474287157 Switch of datafile 171 complete to datafile copy checkpoint is 5474291321 Switch of datafile 172 complete to datafile copy checkpoint is 5474291322 Switch of datafile 173 complete to datafile copy checkpoint is 5474299975 Switch of datafile 174 complete to datafile copy checkpoint is 5474299976 Switch of datafile 175 complete to datafile copy checkpoint is 5474306101 Switch of datafile 176 complete to datafile copy checkpoint is 5474306102 Switch of datafile 177 complete to datafile copy checkpoint is 5474309448 Switch of datafile 178 complete to datafile copy checkpoint is 5474309796 Switch of datafile 179 complete to datafile copy checkpoint is 5474310207 Switch of datafile 180 complete to datafile copy checkpoint is 5474312015 Switch of datafile 181 complete to datafile copy checkpoint is 5474312268 setnotrustfnames set to : 0,0
"2023-10-31T04:42:41.099970+01:00 alter database recover datafile list clear Completed: alter database recover datafile list clear alter database recover datafile list 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10 , 11 , 12 , 13 , 14 , 15 , 16 , 17 , 18 , 19 , 20 Completed: alter database recover datafile list 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10 , 11 , 12 , 13 , 14 , 15 , 16 , 17 , 18 , 19 , 20 alter database recover datafile list 21 , 22 , 23 , 24 , 25 , 26 , 27 , 28 , 29 , 30 , 31 , 32 , 33 , 34 , 35 , 36 , 37 , 38 , 39 , 40 Completed: alter database recover datafile list 21 , 22 , 23 , 24 , 25 , 26 , 27 , 28 , 29 , 30 , 31 , 32 , 33 , 34 , 35 , 36 , 37 , 38 , 39 , 40 alter database recover datafile list 41 , 42 , 43 , 44 , 45 , 46 , 47 , 48 , 49 , 50 , 51 , 52 , 53 , 54 , 55 , 56 , 57 , 58 , 59 , 60 Completed: alter database recover datafile list 41 , 42 , 43 , 44 , 45 , 46 , 47 , 48 , 49 , 50 , 51 , 52 , 53 , 54 , 55 , 56 , 57 , 58 , 59 , 60 alter database recover datafile list 61 , 62 , 63 , 64 , 65 , 66 , 67 , 68 , 69 , 70 , 71 , 72 , 73 , 74 , 75 , 76 , 77 , 78 , 79 , 80 Completed: alter database recover datafile list 61 , 62 , 63 , 64 , 65 , 66 , 67 , 68 , 69 , 70 , 71 , 72 , 73 , 74 , 75 , 76 , 77 , 78 , 79 , 80 alter database recover datafile list 81 , 82 , 83 , 84 , 85 , 86 , 87 , 88 , 89 , 90 , 91 , 92 , 93 , 94 , 95 , 96 , 97 , 98 , 99 , 100 Completed: alter database recover datafile list 81 , 82 , 83 , 84 , 85 , 86 , 87 , 88 , 89 , 90 , 91 , 92 , 93 , 94 , 95 , 96 , 97 , 98 , 99 , 100 alter database recover datafile list 101 , 102 , 103 , 104 , 105 , 106 , 107 , 108 , 109 , 110 , 111 , 112 , 113 , 114 , 115 , 116 , 117 , 118 , 119 , 120 Completed: alter database recover datafile list 101 , 102 , 103 , 104 , 105 , 106 , 107 , 108 , 109 , 110 , 111 , 112 , 113 , 114 , 115 , 116 , 117 , 118 , 119 , 120 alter database recover datafile list 121 , 122 , 123 , 124 , 125 , 126 , 127 , 128 , 129 , 130 , 131 , 132 , 133 , 134 , 135 , 136 , 137 , 138 , 139 , 140 Completed: alter database recover datafile list 121 , 122 , 123 , 124 , 125 , 126 , 127 , 128 , 129 , 130 , 131 , 132 , 133 , 134 , 135 , 136 , 137 , 138 , 139 , 140 alter database recover datafile list 141 , 142 , 143 , 144 , 145 , 146 , 147 , 148 , 149 , 150 , 151 , 152 , 153 , 154 , 155 , 156 , 157 , 158 , 159 , 160 Completed: alter database recover datafile list 141 , 142 , 143 , 144 , 145 , 146 , 147 , 148 , 149 , 150 , 151 , 152 , 153 , 154 , 155 , 156 , 157 , 158 , 159 , 160 alter database recover datafile list 161 , 162 , 163 , 164 , 165 , 166 , 167 , 168 , 169 , 170 , 171 , 172 , 173 , 174 , 175 , 176 , 177 , 178 , 179 , 180 Completed: alter database recover datafile list 161 , 162 , 163 , 164 , 165 , 166 , 167 , 168 , 169 , 170 , 171 , 172 , 173 , 174 , 175 , 176 , 177 , 178 , 179 , 180 alter database recover datafile list 181 Completed: alter database recover datafile list 181 alter database recover if needed standby start until change 5474319071",0
2023-10-31T04:42:41.155184+01:00 Media Recovery Start Started logmerger process,0
2023-10-31T04:42:41.213893+01:00 PR00 (PID:64553312): Managed Standby Recovery not using Real Time Apply,0
2023-10-31T04:42:43.027789+01:00 Parallel Media Recovery started with 32 slaves ORA-279 signalled during: alter database recover if needed standby start until change 5474319071 ... alter database recover logfile '/archive/FRET/1_1872_1150696732.dbf',2
2023-10-31T04:42:43.757315+01:00 Media Recovery Log /archive/FRET/1_1872_1150696732.dbf,0
2023-10-31T04:42:47.826984+01:00 ORA-279 signalled during: alter database recover logfile '/archive/FRET/1_1872_1150696732.dbf'... alter database recover logfile '/archive/FRET/1_1873_1150696732.dbf',2
2023-10-31T04:42:47.851208+01:00 Media Recovery Log /archive/FRET/1_1873_1150696732.dbf,0
2023-10-31T04:42:51.130110+01:00 ORA-279 signalled during: alter database recover logfile '/archive/FRET/1_1873_1150696732.dbf'... alter database recover logfile '/archive/FRET/1_1874_1150696732.dbf',2
2023-10-31T04:42:51.151404+01:00 Media Recovery Log /archive/FRET/1_1874_1150696732.dbf,0
2023-10-31T04:42:54.669098+01:00 ORA-279 signalled during: alter database recover logfile '/archive/FRET/1_1874_1150696732.dbf'... alter database recover logfile '/archive/FRET/1_1875_1150696732.dbf',2
2023-10-31T04:42:54.679132+01:00 Media Recovery Log /archive/FRET/1_1875_1150696732.dbf,0
2023-10-31T04:43:00.654320+01:00 ORA-279 signalled during: alter database recover logfile '/archive/FRET/1_1875_1150696732.dbf'... alter database recover logfile '/archive/FRET/1_1876_1150696732.dbf',2
2023-10-31T04:43:00.674765+01:00 Media Recovery Log /archive/FRET/1_1876_1150696732.dbf,0
2023-10-31T04:43:04.619006+01:00 ORA-279 signalled during: alter database recover logfile '/archive/FRET/1_1876_1150696732.dbf'... alter database recover logfile '/archive/FRET/1_1877_1150696732.dbf',2
2023-10-31T04:43:04.637965+01:00 Media Recovery Log /archive/FRET/1_1877_1150696732.dbf,0
2023-10-31T04:43:10.020745+01:00 ORA-279 signalled during: alter database recover logfile '/archive/FRET/1_1877_1150696732.dbf'... alter database recover logfile '/archive/FRET/1_1878_1150696732.dbf',2
2023-10-31T04:43:10.040621+01:00 Media Recovery Log /archive/FRET/1_1878_1150696732.dbf,0
2023-10-31T04:43:14.075152+01:00 ORA-279 signalled during: alter database recover logfile '/archive/FRET/1_1878_1150696732.dbf'... alter database recover logfile '/archive/FRET/1_1879_1150696732.dbf',2
2023-10-31T04:43:14.085406+01:00 Media Recovery Log /archive/FRET/1_1879_1150696732.dbf,0
2023-10-31T04:43:21.408010+01:00 ORA-279 signalled during: alter database recover logfile '/archive/FRET/1_1879_1150696732.dbf'... alter database recover logfile '/archive/FRET/1_1880_1150696732.dbf',2
2023-10-31T04:43:21.417025+01:00 Media Recovery Log /archive/FRET/1_1880_1150696732.dbf,0
2023-10-31T04:43:23.736315+01:00 ORA-279 signalled during: alter database recover logfile '/archive/FRET/1_1880_1150696732.dbf'... alter database recover logfile '/archive/FRET/1_1881_1150696732.dbf',2
2023-10-31T04:43:23.746513+01:00 Media Recovery Log /archive/FRET/1_1881_1150696732.dbf,0
2023-10-31T04:43:26.085625+01:00 ORA-279 signalled during: alter database recover logfile '/archive/FRET/1_1881_1150696732.dbf'... alter database recover logfile '/archive/FRET/1_1882_1150696732.dbf',2
2023-10-31T04:43:26.094687+01:00 Media Recovery Log /archive/FRET/1_1882_1150696732.dbf,0
2023-10-31T04:43:30.590129+01:00 ORA-279 signalled during: alter database recover logfile '/archive/FRET/1_1882_1150696732.dbf'... alter database recover logfile '/archive/FRET/1_1883_1150696732.dbf',2
2023-10-31T04:43:30.619531+01:00 Media Recovery Log /archive/FRET/1_1883_1150696732.dbf,0
2023-10-31T04:43:34.923594+01:00 ORA-279 signalled during: alter database recover logfile '/archive/FRET/1_1883_1150696732.dbf'... alter database recover logfile '/archive/FRET/1_1884_1150696732.dbf',2
2023-10-31T04:43:34.942933+01:00 Media Recovery Log /archive/FRET/1_1884_1150696732.dbf,0
2023-10-31T04:43:39.164898+01:00 ORA-279 signalled during: alter database recover logfile '/archive/FRET/1_1884_1150696732.dbf'... alter database recover logfile '/archive/FRET/1_1885_1150696732.dbf',2
2023-10-31T04:43:39.184163+01:00 Media Recovery Log /archive/FRET/1_1885_1150696732.dbf,0
2023-10-31T04:43:39.385491+01:00 Incomplete Recovery applied until change 5474319071 time 10/31/2023 04:41:44,2
2023-10-31T04:43:39.393241+01:00 Media Recovery Complete (FRET) stopping change tracking Completed: alter database recover logfile '/archive/FRET/1_1885_1150696732.dbf',0
2023-10-31T04:43:43.338494+01:00 alter database rename file '/redolog/FRET/redo01_1.log' to 'broken0' ORA-1275 signalled during: alter database rename file '/redolog/FRET/redo01_1.log' to 'broken0'... alter database rename file '/redolog/FRET/redo01_2.log' to 'broken1' ORA-1275 signalled during: alter database rename file '/redolog/FRET/redo01_2.log' to 'broken1'... alter database rename file '/redolog/FRET/redo02_1.log' to 'broken2' ORA-1275 signalled during: alter database rename file '/redolog/FRET/redo02_1.log' to 'broken2'... alter database rename file '/redolog/FRET/redo02_2.log' to 'broken3' ORA-1275 signalled during: alter database rename file '/redolog/FRET/redo02_2.log' to 'broken3'... alter database rename file '/redolog/FRET/redo03_1.log' to 'broken4' ORA-1275 signalled during: alter database rename file '/redolog/FRET/redo03_1.log' to 'broken4'... alter database rename file '/redolog/FRET/redo03_2.log' to 'broken5' ORA-1275 signalled during: alter database rename file '/redolog/FRET/redo03_2.log' to 'broken5'... alter database rename file '/redolog/FRET/redo04_1.log' to 'broken6' ORA-1275 signalled during: alter database rename file '/redolog/FRET/redo04_1.log' to 'broken6'... alter database rename file '/redolog/FRET/redo04_2.log' to 'broken7' ORA-1275 signalled during: alter database rename file '/redolog/FRET/redo04_2.log' to 'broken7'... alter database rename file '/redolog/FRET/redo05_1.log' to 'broken8' ORA-1275 signalled during: alter database rename file '/redolog/FRET/redo05_1.log' to 'broken8'... alter database rename file '/redolog/FRET/redo05_2.log' to 'broken9' ORA-1275 signalled during: alter database rename file '/redolog/FRET/redo05_2.log' to 'broken9'... alter database rename file '/redolog/FRET/redo06_1.log' to 'broken10' ORA-1275 signalled during: alter database rename file '/redolog/FRET/redo06_1.log' to 'broken10'... alter database rename file '/redolog/FRET/redo06_2.log' to 'broken11' ORA-1275 signalled during: alter database rename file '/redolog/FRET/redo06_2.log' to 'broken11'... alter database rename file '/redolog/FRET/standby_redo01_1.log' to 'broken12' ORA-1275 signalled during: alter database rename file '/redolog/FRET/standby_redo01_1.log' to 'broken12'... alter database rename file '/redolog/FRET/standby_redo02_1.log' to 'broken13' ORA-1275 signalled during: alter database rename file '/redolog/FRET/standby_redo02_1.log' to 'broken13'... alter database rename file '/redolog/FRET/standby_redo03_1.log' to 'broken14' ORA-1275 signalled during: alter database rename file '/redolog/FRET/standby_redo03_1.log' to 'broken14'... alter database rename file '/redolog/FRET/standby_redo04_1.log' to 'broken15' ORA-1275 signalled during: alter database rename file '/redolog/FRET/standby_redo04_1.log' to 'broken15'... alter database rename file '/redolog/FRET/standby_redo05_1.log' to 'broken16' ORA-1275 signalled during: alter database rename file '/redolog/FRET/standby_redo05_1.log' to 'broken16'... alter database rename file '/redolog/FRET/standby_redo06_1.log' to 'broken17' ORA-1275 signalled during: alter database rename file '/redolog/FRET/standby_redo06_1.log' to 'broken17'... alter database rename file '/redolog/FRET/standby_redo07_1.log' to 'broken18' ORA-1275 signalled during: alter database rename file '/redolog/FRET/standby_redo07_1.log' to 'broken18'...,2
2023-10-31T04:43:43.480822+01:00 RFS connections are allowed,0
2023-10-31T07:44:53.253907+01:00 ALTER SYSTEM SET standby_file_management='MANUAL' SCOPE=BOTH;,0
2023-10-31T07:49:10.719829+01:00 alter database rename file '/redolog/FRET/redo01_1.log' to '/redolog/FRET/redo01_1.log' ORA-1511 signalled during: alter database rename file '/redolog/FRET/redo01_1.log' to '/redolog/FRET/redo01_1.log'...,2
